date,close,return
2014/1/6,14.02,0.005005373
2014/1/7,14.02,0
2014/1/8,13.99,-0.002142093
2014/1/9,13.67,-0.023139138
2014/1/10,13.6,-0.005133858
2014/1/13,13.7,0.00732604
2014/1/14,13.56,-0.01027155
2014/1/15,13.38,-0.013363228
2014/1/16,13.28,-0.007501911
2014/1/17,13.35,0.005257241
2014/1/20,13.35,0
2014/1/21,13.38,0.00224467
2014/1/22,13.49,0.008187616
2014/1/23,13.46,-0.002226346
2014/1/24,13.46,0
2014/1/27,13.35,-0.008205939
2014/2/5,12.92,-0.032739886
2014/2/6,13,0.006172859
2014/2/7,13.07,0.00537017
2014/2/10,13.07,0
2014/2/11,13.07,0
2014/2/12,13.35,0.021196857
2014/2/13,13.35,0
2014/2/14,13.56,0.015607898
2014/2/17,13.67,0.008079368
2014/2/18,13.67,0
2014/2/19,13.74,0.005107636
2014/2/20,13.74,0
2014/2/21,13.85,0.007973946
2014/2/24,13.67,-0.013081582
2014/2/25,13.53,-0.010294209
2014/2/26,13.38,-0.011148387
2014/2/27,13.49,0.008187616
2014/3/3,13.35,-0.010432285
2014/3/4,13.24,-0.008273834
2014/3/5,13.31,0.005273082
2014/3/6,13.21,-0.007541514
2014/3/7,13.24,0.002268432
2014/3/10,13.07,-0.012923023
2014/3/11,13,-0.00537017
2014/3/12,13.1,0.007662873
2014/3/13,13.17,0.005329286
2014/3/14,12.96,-0.016073825
2014/3/17,12.82,-0.010861239
2014/3/18,12.89,0.005445365
2014/3/19,12.92,0.002324681
2014/3/20,12.82,-0.007770047
2014/3/21,12.85,0.00233736
2014/3/24,12.82,-0.00233736
2014/3/25,12.75,-0.00547518
2014/3/26,12.75,0
2014/3/27,13.03,0.02172312
2014/3/28,13,-0.002305034
2014/3/31,13,0
2014/4/1,12.89,-0.008497541
2014/4/2,12.89,0
2014/4/3,12.89,0
2014/4/7,12.89,0
2014/4/8,12.96,0.005415874
2014/4/9,13.31,0.026647941
2014/4/10,13.42,0.008230499
2014/4/11,13.35,-0.005229747
2014/4/14,13.35,0
2014/4/15,13.42,0.005229747
2014/4/16,13.46,0.002976193
2014/4/17,13.46,0
2014/4/18,13.63,0.012550921
2014/4/21,13.56,-0.005148963
2014/4/22,13.48,-0.005917177
2014/4/23,13.52,0.002962965
2014/4/24,13.41,-0.008169373
2014/4/25,13.3,-0.008236662
2014/4/28,13.38,0.005997019
2014/4/29,13.48,0.007446051
2014/4/30,13.23,-0.018720127
2014/5/2,13.41,0.013513719
2014/5/5,13.41,0
2014/5/6,13.48,0.005206408
2014/5/7,13.34,-0.010440065
2014/5/8,13.45,0.008212066
2014/5/9,13.45,0
2014/5/12,13.38,-0.005218051
2014/5/13,13.34,-0.002994014
2014/5/14,13.48,0.010440065
2014/5/15,13.67,0.013996545
2014/5/16,13.81,0.010189317
2014/5/19,13.88,0.005055988
2014/5/20,13.88,0
2014/5/21,13.63,-0.018175709
2014/5/22,13.77,0.010219067
2014/5/23,13.85,0.00579292
2014/5/26,13.85,0
2014/5/27,13.85,0
2014/5/28,14.1,0.017889565
2014/5/29,14.06,-0.002840911
2014/5/30,14.35,0.020416056
2014/6/3,14.14,-0.014742282
2014/6/4,13.96,-0.012811563
2014/6/5,14.14,0.012811563
2014/6/6,14.06,-0.005673774
2014/6/9,14.06,0
2014/6/10,14.14,0.005673774
2014/6/11,14.14,0
2014/6/12,14.06,-0.005673774
2014/6/13,13.99,-0.004991098
2014/6/16,13.99,0
2014/6/17,14.06,0.004991098
2014/6/18,14.06,0
2014/6/19,14.1,0.002840911
2014/6/20,13.92,-0.012848142
2014/6/23,13.85,-0.005041422
2014/6/24,13.92,0.005041422
2014/6/25,13.81,-0.007933687
2014/6/26,13.88,0.005055988
2014/6/27,13.88,0
2014/6/30,13.88,0
2014/7/1,13.88,0
2014/7/2,13.81,-0.005055988
2014/7/3,13.81,0
2014/7/4,13.7,-0.007997135
2014/7/7,13.85,0.0108894
2014/7/8,13.85,0
2014/7/9,13.81,-0.002892265
2014/7/10,13.99,0.012949821
2014/7/11,13.99,0
2014/7/14,14.35,0.025407154
2014/7/15,14.43,0.005559431
2014/7/16,14.35,-0.005559431
2014/7/17,14.46,0.007636275
2014/7/18,14.46,0
2014/7/21,14.43,-0.002076844
2014/7/22,14.5,0.004839277
2014/7/24,14.5,0
2014/7/25,14.61,0.007557576
2014/7/28,14.75,0.009536857
2014/7/29,14.86,0.007429957
2014/7/30,14.86,0
2014/7/31,14.54,-0.021769567
2014/8/1,14.5,-0.002754823
2014/8/4,14.39,-0.007615129
2014/8/5,14.1,-0.020358724
2014/8/6,14.21,0.007771145
2014/8/7,14.35,0.009804
2014/8/8,14.21,-0.009804
2014/8/11,14.28,0.004914015
2014/8/12,14.32,0.002797205
2014/8/13,14.5,0.012491488
2014/8/14,14.5,0
2014/8/15,14.54,0.002754823
2014/8/18,14.35,-0.01315353
2014/8/19,14.57,0.015214678
2014/8/20,14.72,0.010242493
2014/8/21,15.09,0.024825159
2014/8/22,15.61,0.033879462
2014/8/25,15.53,-0.005138097
2014/8/26,15.73,0.01279608
2014/8/27,15.81,0.005072934
2014/8/28,15.85,0.002526849
2014/8/29,15.73,-0.007599783
2014/9/1,15.61,-0.007657983
2014/9/2,15.57,-0.002565749
2014/9/3,15.81,0.015296665
2014/9/4,15.89,0.005047329
2014/9/5,15.85,-0.00252048
2014/9/9,15.93,0.005034624
2014/9/10,15.65,-0.017733207
2014/9/11,15.77,0.007638484
2014/9/12,15.53,-0.015335764
2014/9/15,15.65,0.00769728
2014/9/16,15.53,-0.00769728
2014/9/17,15.49,-0.002578983
2014/9/18,15.53,0.002578983
2014/9/19,15.45,-0.005164634
2014/9/22,15.29,-0.010409983
2014/9/23,15.33,0.002612673
2014/9/24,15.25,-0.00523219
2014/9/25,15.21,-0.002626397
2014/9/26,15.05,-0.010575115
2014/9/29,14.81,-0.016075363
2014/9/30,14.77,-0.002704532
2014/10/1,14.65,-0.008157761
2014/10/2,14.97,0.021607863
2014/10/3,15.25,0.018531305
2014/10/6,15.13,-0.007899975
2014/10/7,15.29,0.010519492
2014/10/8,15.05,-0.015821029
2014/10/9,15.05,0
2014/10/13,14.97,-0.005329793
2014/10/14,15.05,0.005329793
2014/10/15,14.69,-0.024211001
2014/10/16,14.93,0.016205621
2014/10/17,14.53,-0.027157134
2014/10/20,14.93,0.027157134
2014/10/21,14.89,-0.002682765
2014/10/22,14.93,0.002682765
2014/10/23,14.89,-0.002682765
2014/10/24,14.81,-0.005387218
2014/10/27,14.81,0
2014/10/28,15.13,0.0213769
2014/10/29,15.33,0.013132165
2014/10/30,15.29,-0.002612673
2014/10/31,15.41,0.007817629
2014/11/3,15.49,0.005178005
2014/11/4,15.41,-0.005178005
2014/11/5,15.49,0.005178005
2014/11/6,15.45,-0.002585651
2014/11/7,15.53,0.005164634
2014/11/10,15.61,0.005138097
2014/11/11,15.69,0.005111832
2014/11/12,15.49,-0.012828912
2014/11/13,15.53,0.002578983
2014/11/14,15.61,0.005138097
2014/11/17,15.53,-0.005138097
2014/11/18,15.49,-0.002578983
2014/11/19,15.65,0.010276263
2014/11/20,15.61,-0.002559182
2014/11/21,15.65,0.002559182
2014/11/24,15.77,0.007638484
2014/11/25,15.65,-0.007638484
2014/11/26,15.77,0.007638484
2014/11/27,15.69,-0.005085834
2014/11/28,15.69,0
2014/12/1,15.53,-0.01024993
2014/12/2,15.37,-0.01035608
2014/12/3,15.53,0.01035608
2014/12/4,15.49,-0.002578983
2014/12/5,15.61,0.00771708
2014/12/8,15.61,0
2014/12/9,15.57,-0.002565749
2014/12/10,15.25,-0.020766483
2014/12/11,15.21,-0.002626397
2014/12/12,15.21,0
2014/12/15,15.09,-0.007920833
2014/12/16,15.13,0.002647255
2014/12/17,14.97,-0.010631329
2014/12/18,15.05,0.005329793
2014/12/19,15.33,0.018433702
2014/12/22,15.65,0.020659224
2014/12/23,15.61,-0.002559182
2014/12/24,15.69,0.005111832
2014/12/25,15.69,0
2014/12/26,15.69,0
2014/12/27,15.65,-0.00255265
2014/12/29,15.65,0
2014/12/30,15.65,0
2014/12/31,15.73,0.0050988
2015/1/5,15.49,-0.015375063
2015/1/6,15.13,-0.023515127
2015/1/7,15.13,0
2015/1/8,15.45,0.020929476
2015/1/9,15.53,0.005164634
2015/1/12,15.45,-0.005164634
2015/1/13,15.61,0.010302731
2015/1/14,15.57,-0.002565749
2015/1/15,15.37,-0.012928428
2015/1/16,15.17,-0.013097764
2015/1/19,15.17,0
2015/1/20,15.09,-0.005287521
2015/1/21,15.25,0.01054723
2015/1/22,15.25,0
2015/1/23,15.25,0
2015/1/26,15.21,-0.002626397
2015/1/27,15.37,0.010464451
2015/1/28,15.41,0.002599092
2015/1/29,15.37,-0.002599092
2015/1/30,15.53,0.01035608
2015/2/2,15.57,0.002572349
2015/2/3,15.65,0.005124931
2015/2/4,15.73,0.0050988
2015/2/5,15.69,-0.00254615
2015/2/6,15.57,-0.007677581
2015/2/9,15.49,-0.005151331
2015/2/10,15.69,0.012828912
2015/2/11,15.69,0
2015/2/12,15.69,0
2015/2/13,15.73,0.00254615
2015/2/24,15.81,0.005072934
2015/2/25,15.81,0
2015/2/26,15.69,-0.007619084
2015/3/2,15.53,-0.01024993
2015/3/3,15.53,0
2015/3/4,15.73,0.01279608
2015/3/5,15.45,-0.017960714
2015/3/6,15.49,0.002585651
2015/3/9,15.37,-0.007777097
2015/3/10,15.33,-0.002605865
2015/3/11,15.21,-0.007858587
2015/3/12,15.49,0.018241548
2015/3/13,15.49,0
2015/3/16,15.49,0
2015/3/17,15.33,-0.010382962
2015/3/18,15.29,-0.002612673
2015/3/19,15.37,0.005218538
2015/3/20,15.41,0.002599092
2015/3/23,15.41,0
2015/3/24,15.37,-0.002599092
2015/3/25,15.33,-0.002605865
2015/3/26,15.29,-0.002612673
2015/3/27,15.21,-0.005245914
2015/3/30,15.25,0.002626397
2015/3/31,15.33,0.00523219
2015/4/1,15.37,0.002605865
2015/4/2,15.37,0
2015/4/7,15.53,0.01035608
2015/4/8,15.45,-0.005164634
2015/4/9,15.57,0.007736983
2015/4/10,15.37,-0.012928428
2015/4/13,15.41,0.002599092
2015/4/14,15.41,0
2015/4/15,15.29,-0.007817629
2015/4/16,15.41,0.007817629
2015/4/17,15.37,-0.002599092
2015/4/20,15.45,0.005191446
2015/4/21,15.41,-0.002592354
2015/4/22,15.53,0.007756988
2015/4/23,15.77,0.015335764
2015/4/24,16.49,0.044644736
2015/4/27,17.38,0.052565983
2015/4/28,17.5,0.006880761
2015/4/29,17.18,-0.018454964
2015/4/30,16.82,-0.021177262
2015/5/4,16.98,0.009467526
2015/5/5,17.02,0.002352942
2015/5/6,16.74,-0.016588058
2015/5/7,16.37,-0.022350674
2015/5/8,16.41,0.002440514
2015/5/11,16.37,-0.002440514
2015/5/12,16.41,0.002440514
2015/5/13,16.41,0
2015/5/14,16.13,-0.017210013
2015/5/15,16.09,-0.002482931
2015/5/18,16.13,0.002482931
2015/5/19,16.41,0.017210013
2015/5/20,16.25,-0.009797996
2015/5/21,16.21,-0.002464573
2015/5/22,16.53,0.019548576
2015/5/25,16.29,-0.014625489
2015/5/26,16.53,0.014625489
2015/5/27,16.9,0.02213671
2015/5/28,16.82,-0.004744967
2015/5/29,16.74,-0.004767589
2015/6/1,16.57,-0.010207234
2015/6/2,16.53,-0.00241692
2015/6/3,16.61,0.004828012
2015/6/4,16.45,-0.009679446
2015/6/5,16.61,0.009679446
2015/6/8,16.61,0
2015/6/9,16.61,0
2015/6/10,16.65,0.002405293
2015/6/11,16.45,-0.012084739
2015/6/12,16.78,0.019862224
2015/6/15,16.65,-0.007777485
2015/6/16,16.49,-0.00965608
2015/6/17,16.29,-0.012202714
2015/6/18,16.21,-0.004923087
2015/6/22,16.45,0.014697141
2015/6/23,16.41,-0.002434572
2015/6/24,16.53,0.007286007
2015/6/25,16.82,0.017391743
2015/6/26,16.78,-0.002380954
2015/6/29,16.57,-0.01259387
2015/6/30,16.49,-0.004839695
2015/7/1,16.57,0.004839695
2015/7/2,16.49,-0.004839695
2015/7/3,16.69,0.012055601
2015/7/6,16.41,-0.016918833
2015/7/7,16.82,0.024677749
2015/7/8,16.41,-0.024677749
2015/7/9,16.25,-0.009797996
2015/7/13,16.49,0.014661228
2015/7/14,16.9,0.024559485
2015/7/15,16.98,0.004722559
2015/7/16,17.54,0.032447806
2015/7/17,17.18,-0.02073807
2015/7/20,17.22,0.002325582
2015/7/21,16.94,-0.01639381
2015/7/22,17.02,0.004711434
2015/7/23,16.9,-0.007075501
2015/7/24,16.82,-0.004744967
2015/7/27,16.57,-0.014974823
2015/7/28,16.25,-0.019500923
2015/7/29,16.37,0.007357483
2015/7/30,16.9,0.031863231
2015/7/31,17.08,0.010594566
2015/8/3,17.7,0.035656451
2015/8/4,17.74,0.002257337
2015/8/5,18.01,0.015105182
2015/8/6,18.01,0
2015/8/7,17.74,-0.015105182
2015/8/10,17.61,-0.007355054
2015/8/11,17.26,-0.020075237
2015/8/12,16.63,-0.037183392
2015/8/13,16.41,-0.013317388
2015/8/14,17.17,0.04527277
2015/8/17,16.9,-0.015850053
2015/8/18,16.72,-0.010708014
2015/8/19,16.41,-0.018714703
2015/8/20,17.03,0.03708559
2015/8/21,16.77,-0.015384919
2015/8/24,16.19,-0.035197808
2015/8/25,16.59,0.024406337
2015/8/26,17.12,0.031447267
2015/8/27,17.26,0.008144315
2015/8/28,17.3,0.002314816
2015/8/31,17.39,0.005188827
2015/9/1,17.57,0.010297574
2015/9/2,17.39,-0.010297574
2015/9/3,17.34,-0.002879357
2015/9/4,17.08,-0.015107783
2015/9/7,17.12,0.002339182
2015/9/8,16.86,-0.015303418
2015/9/9,17.52,0.038399133
2015/9/10,17.74,0.012478891
2015/9/11,17.74,0
2015/9/14,17.79,0.002814525
2015/9/15,17.74,-0.002814525
2015/9/16,17.74,0
2015/9/17,17.74,0
2015/9/18,17.74,0
2015/9/21,16.9,-0.048508355
2015/9/22,17.21,0.018176988
2015/9/23,17.17,-0.002326935
2015/9/24,16.86,-0.018219722
2015/9/25,16.54,-0.019162263
2015/9/30,17.21,0.039708921
2015/10/1,17.12,-0.00524324
2015/10/2,17.26,0.008144315
2015/10/5,17.48,0.012665685
2015/10/6,17.74,0.014764607
2015/10/7,17.61,-0.007355054
2015/10/8,17.48,-0.007409552
2015/10/12,17.66,0.010244825
2015/10/13,17.21,-0.025811585
2015/10/14,17.48,0.01556676
2015/10/15,17.43,-0.002864511
2015/10/16,17.3,-0.007486358
2015/10/19,17.61,0.017760421
2015/10/20,17.74,0.007355054
2015/10/21,17.66,-0.004519782
2015/10/22,17.66,0
2015/10/23,17.79,0.007334307
2015/10/26,17.92,0.007280906
2015/10/27,17.97,0.002786293
2015/10/28,17.66,-0.017401506
2015/10/29,17.48,-0.010244825
2015/10/30,17.39,-0.005162042
2015/11/2,17.57,0.010297574
2015/11/3,17.7,0.007371737
2015/11/4,17.92,0.012352768
2015/11/5,17.92,0
2015/11/6,17.74,-0.010095431
2015/11/9,17.79,0.002814525
2015/11/10,17.39,-0.022741173
2015/11/11,17.48,0.005162042
2015/11/12,17.66,0.010244825
2015/11/13,17.7,0.002262444
2015/11/16,17.43,-0.01537178
2015/11/17,17.61,0.010274063
2015/11/18,17.7,0.005097717
2015/11/19,17.61,-0.005097717
2015/11/20,17.52,-0.005123837
2015/11/23,17.57,0.002849817
2015/11/24,17.43,-0.008000043
2015/11/25,17.66,0.013109336
2015/11/26,17.66,0
2015/11/27,17.57,-0.005109293
2015/11/30,17.48,-0.005135532
2015/12/1,17.79,0.017579131
2015/12/2,17.79,0
2015/12/3,17.92,0.007280906
2015/12/4,17.57,-0.019724505
2015/12/7,17.7,0.007371737
2015/12/8,17.52,-0.010221554
2015/12/9,17.39,-0.007447757
2015/12/10,17.34,-0.002879357
2015/12/11,17.08,-0.015107783
2015/12/14,16.81,-0.015934241
2015/12/15,16.99,0.010650988
2015/12/16,16.99,0
2015/12/17,17.39,0.023270393
2015/12/18,17.03,-0.020918834
2015/12/21,16.86,-0.010032542
2015/12/22,17.08,0.012964236
2015/12/23,17.17,0.005255487
2015/12/24,16.99,-0.010538739
2015/12/25,17.12,0.007622435
2015/12/28,17.17,0.002916304
2015/12/29,17.03,-0.00818718
2015/12/30,16.94,-0.005298805
2015/12/31,17.03,0.005298805
