date,close,return
2013/1/2,12.64,0.05279342
2013/1/3,12.69,0.003947893
2013/1/4,12.69,0
2013/1/7,12.04,-0.052579842
2013/1/8,12.18,0.011560822
2013/1/9,11.9,-0.023256862
2013/1/10,11.72,-0.015241616
2013/1/11,11.49,-0.019819692
2013/1/14,11.62,0.01125066
2013/1/15,11.26,-0.031471129
2013/1/16,10.79,-0.042636843
2013/1/17,10.75,-0.003714025
2013/1/18,10.61,-0.013108802
2013/1/21,10.79,0.016822827
2013/1/22,10.75,-0.003714025
2013/1/23,10.89,0.012939182
2013/1/24,10.98,0.008230499
2013/1/25,11.07,0.008163311
2013/1/28,10.84,-0.020995751
2013/1/29,11.26,0.038013627
2013/1/30,10.98,-0.025181187
2013/1/31,11.12,0.012669853
2013/2/1,10.84,-0.025502293
2013/2/4,10.66,-0.016744577
2013/2/5,10.24,-0.040196799
2013/2/6,10.43,0.018384649
2013/2/18,11.12,0.06405902
2013/2/19,11.86,0.064426105
2013/2/20,11.76,-0.008467451
2013/2/21,11.81,0.004242688
2013/2/22,11.99,0.015126339
2013/2/23,12.04,0.004161471
2013/2/25,12.13,0.007447283
2013/2/26,11.9,-0.019143323
2013/2/27,11.9,0
2013/3/1,12.04,0.01169604
2013/3/4,11.72,-0.026937656
2013/3/5,12.32,0.049927174
2013/3/6,12.09,-0.018845293
2013/3/7,12.13,0.003303058
2013/3/8,12.27,0.011475536
2013/3/11,12.87,0.047741763
2013/3/12,12.55,-0.025178356
2013/3/13,12.27,-0.022563407
2013/3/14,12.04,-0.018922819
2013/3/15,11.72,-0.026937656
2013/3/18,11.67,-0.004275338
2013/3/19,11.76,0.007682496
2013/3/20,11.76,0
2013/3/21,11.67,-0.007682496
2013/3/22,11.53,-0.012069112
2013/3/25,12.13,0.050729389
2013/3/26,12.13,0
2013/3/27,12.36,0.018783729
2013/3/28,11.99,-0.030392483
2013/3/29,12.18,0.015722293
2013/4/1,11.99,-0.015722293
2013/4/2,12.09,0.008305696
2013/4/3,12.18,0.007416598
2013/4/8,11.86,-0.026623869
2013/4/9,11.81,-0.004224763
2013/4/10,12.04,0.01928781
2013/4/11,12.22,0.014839514
2013/4/12,12.13,-0.007392231
2013/4/15,11.86,-0.022510329
2013/4/16,11.9,0.003367007
2013/4/17,11.9,0
2013/4/18,12.13,0.019143323
2013/4/19,12.13,0
2013/4/22,11.95,-0.014950445
2013/4/23,11.99,0.003341691
2013/4/24,12.41,0.03442963
2013/4/25,12.32,-0.007278641
2013/4/26,12.18,-0.011428696
2013/4/29,12.59,0.033107586
2013/4/30,12.5,-0.007174204
2013/5/2,12.55,0.003992021
2013/5/3,12.59,0.003182182
2013/5/6,12.59,0
2013/5/7,12.41,-0.014400249
2013/5/8,12.69,0.022311683
2013/5/9,12.41,-0.022311683
2013/5/10,12.22,-0.015428645
2013/5/13,12.32,0.008150004
2013/5/14,12.32,0
2013/5/15,12.59,0.02167889
2013/5/16,12.64,0.003963541
2013/5/17,12.45,-0.015145766
2013/5/20,12.45,0
2013/5/21,12.64,0.015145766
2013/5/22,12.92,0.02191011
2013/5/23,12.55,-0.029055833
2013/5/24,12.59,0.003182182
2013/5/27,12.82,0.018103603
2013/5/28,12.73,-0.007045039
2013/5/29,12.92,0.014815086
2013/5/30,12.55,-0.029055833
2013/5/31,12.73,0.014240747
2013/6/3,12.45,-0.02224079
2013/6/4,12.18,-0.021925361
2013/6/5,11.67,-0.042773816
2013/6/6,11.81,0.011925184
2013/6/7,11.35,-0.039728886
2013/6/10,11.67,0.027803702
2013/6/11,11.86,0.016149947
2013/6/13,11.44,-0.036055408
2013/6/14,11.35,-0.007898242
2013/6/17,11.21,-0.012411507
2013/6/18,11.3,0.007996489
2013/6/19,11.21,-0.007996489
2013/6/20,10.52,-0.06352803
2013/6/21,10.06,-0.044711043
2013/6/24,9.5,-0.057275366
2013/6/25,9.32,-0.01912917
2013/6/26,9.41,0.009610325
2013/6/27,9.87,0.0477269
2013/6/28,10.06,0.019067311
2013/7/1,10.29,0.022605385
2013/7/2,10.06,-0.022605385
2013/7/3,9.64,-0.042646056
2013/7/4,9.59,-0.00520022
2013/7/5,9.83,0.024718045
2013/7/8,9.55,-0.02889778
2013/7/9,9.69,0.014553271
2013/7/10,9.83,0.014344508
2013/7/11,10.01,0.018145659
2013/7/12,10.01,0
2013/7/15,10.15,0.013889112
2013/7/16,10.33,0.017578578
2013/7/17,10.06,-0.026485118
2013/7/18,9.59,-0.047846276
