date,close,return
2013/01/02,37.69,0.064096415
2013/01/03,37.64,-0.001327493
2013/01/04,37.5,-0.003726382
2013/01/07,38.72,0.032015329
2013/01/08,38.28,-0.011428696
2013/01/09,38.62,0.00884271
2013/01/10,38.62,0
2013/01/11,39.84,0.031101156
2013/01/14,40.58,0.018403902
2013/01/15,40.63,0.001231376
2013/01/16,40.92,0.007112231
2013/01/17,40.58,-0.008343607
2013/01/18,40.38,-0.004940722
2013/01/21,40.58,0.004940722
2013/01/22,39.8,-0.019408422
2013/01/23,40.09,0.007260014
2013/01/24,40.38,0.007207686
2013/01/25,40.09,-0.007207686
2013/01/28,40.48,0.009681098
2013/01/29,40.63,0.003698685
2013/01/30,40.48,-0.003698685
2013/01/31,40.14,-0.008434682
2013/02/01,41.51,0.033561019
2013/02/04,42.04,0.012687184
2013/02/05,42.04,0
2013/02/06,42.97,0.021880652
2013/02/18,43.12,0.003484729
2013/02/19,42.19,-0.0218037
2013/02/20,42.34,0.00354904
2013/02/21,41.07,-0.030454338
2013/02/22,41.56,0.011860238
2013/02/23,42.63,0.025420065
2013/02/25,42.83,0.004680561
2013/02/26,42.44,-0.009147478
2013/02/27,43.02,0.01357381
2013/03/01,44.98,0.044552823
2013/03/04,44.15,-0.018625019
2013/03/05,44.64,0.011037391
2013/03/06,44.68,0.000895656
2013/03/07,44.68,0
2013/03/08,44.29,-0.008767056
2013/03/11,44.39,0.002255301
2013/03/12,44.44,0.001125746
2013/03/13,44.15,-0.006547038
2013/03/14,43.51,-0.01460213
2013/03/15,43.85,0.007783922
2013/03/18,43.22,-0.014471368
2013/03/19,42.83,-0.009064559
2013/03/20,42.83,0
2013/03/21,43.22,0.009064559
2013/03/22,42.63,-0.01374512
2013/03/25,43.02,0.009106893
2013/03/26,43.51,0.011325673
2013/03/27,43.56,0.001148501
2013/03/28,44,0.010050336
2013/03/29,43.8,-0.004555817
2013/04/01,42.97,-0.01913162
2013/04/02,42.68,-0.006771771
2013/04/03,42.63,-0.001172196
2013/04/08,41.65,-0.023256862
2013/04/09,41.07,-0.014023441
2013/04/10,40.72,-0.008558556
2013/04/11,42.04,0.031902174
2013/04/12,41.07,-0.023343618
2013/04/15,42.04,0.023343618
2013/04/16,41.51,-0.012687184
2013/04/17,42.04,0.012687184
2013/04/18,43.9,0.043292774
2013/04/19,44.64,0.016715998
2013/04/22,44.05,-0.013304966
2013/04/23,44,-0.001135718
2013/04/24,44.15,0.003403293
2013/04/25,44.83,0.015284631
2013/04/26,44.44,-0.008737593
2013/04/29,44.49,0.00112448
2013/04/30,44.98,0.010953502
2013/05/02,45.56,0.012812192
2013/05/03,45.86,0.006563139
2013/05/06,45.27,-0.012948716
2013/05/07,45.27,0
2013/05/08,46.2,0.020335237
2013/05/09,45.91,-0.00629684
2013/05/10,45.96,0.001088495
2013/05/13,45.96,0
2013/05/14,45.96,0
2013/05/15,45.22,-0.016231986
2013/05/16,45.86,0.014053811
2013/05/17,46.93,0.023063852
2013/05/20,47.13,0.004252611
2013/05/21,47.42,0.00613434
2013/05/22,47.28,-0.002956708
2013/05/23,46.74,-0.011487044
2013/05/24,47.91,0.024723922
2013/05/27,49.96,0.041898434
2013/05/28,49.57,-0.007836873
